Valueset OID,Code,Display,Code System OID,Status,Date,FHIR ValueSet Identifier,FHIR Code System URI
,599711,Library Assistant,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599900,Other Miscellaneous Clerical and Administrative Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599911,Coding Clerk,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599912,"Production Assistant (Film, Television, Radio or Stage)",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599913,Proof Reader,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599914,Radio Despatcher,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,599999,Clerical and Administrative Workers nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,600000,Sales Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,610000,Sales Representatives and Agents nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611000,Insurance Agents and Sales Representatives nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611100,"Auctioneers, and Stock and Station Agents nfd",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611111,Auctioneer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611112,Stock and Station Agent,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611211,Insurance Agent,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611300,Sales Representatives nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611311,Sales Representative (Building and Plumbing Supplies),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611312,Sales Representative (Business Services),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611313,Sales Representative (Motor Vehicle Parts and Accessories),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611314,Sales Representative (Personal and Household Goods),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,611399,Sales Representatives nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612100,Real Estate Sales Agents nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612111,Business Broker,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612112,Property Manager,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612113,Real Estate Agency Principal,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612114,Real Estate Agent,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,612115,Real Estate Representative,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621000,Sales Assistants and Salespersons nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621111,Sales Assistant (General),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621211,ICT Sales Assistant,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621300,Motor Vehicle and Vehicle Parts Salespersons nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621311,Motor Vehicle or Caravan Salesperson,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621312,Motor Vehicle Parts Interpreter,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621411,Pharmacy Sales Assistant,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621511,Retail Supervisor,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621611,Service Station Attendant,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621700,Street Vendors and Related Salespersons nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621711,Cash Van Salesperson,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621712,Door-to-door Salesperson,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621713,Street Vendor,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621900,Other Sales Assistants and Salespersons nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621911,Materials Recycler,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621912,Rental Salesperson,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,621999,Sales Assistants and Salespersons nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,630000,Sales Support Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,631100,Checkout Operators and Office Cashiers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,631111,Checkout Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,631112,Office Cashier,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639000,Miscellaneous Sales Support Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639100,Models and Sales Demonstrators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639111,Model,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639112,Sales Demonstrator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639200,Retail and Wool Buyers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639211,Retail Buyer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639212,Wool Buyer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639311,Telemarketer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639400,Ticket Salespersons nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639411,Ticket Seller,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639412,Transport Conductor,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639511,Visual Merchandiser,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,639911,Other Sales Support Worker,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,700000,Machinery Operators and Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,710000,Machine and Stationary Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711000,Machine Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711100,"Clay, Concrete, Glass and Stone Processing Machine Operators nfd",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711111,Clay Products Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711112,Concrete Products Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711113,Glass Production Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711114,Stone Processing Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711211,Industrial Spraypainter,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711300,Paper and Wood Processing Machine Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711311,Paper Products Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711312,Wood Processing Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711411,Photographic Developer and Printer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711500,Plastics and Rubber Production Machine Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711511,Plastic Cablemaking Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711512,Plastic Compounding and Reclamation Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711513,Plastics Fabricator or Welder,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711514,Plastics Production Machine Operator (General),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711515,Reinforced Plastic and Composite Production Worker,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711516,Rubber Production Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711599,Plastics and Rubber Production Machine Operators nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711611,Sewing Machinist,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711700,Textile and Footwear Production Machine Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711711,Footwear Production Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711712,Hide and Skin Processing Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711713,Knitting Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711714,Textile Dyeing and Finishing Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711715,Weaving Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711716,Yarn Carding and Spinning Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711799,Textile and Footwear Production Machine Operators nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711900,Other Machine Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711911,Chemical Production Machine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711912,Motion Picture Projectionist,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711913,Sand Blaster,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711914,Sterilisation Technician,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,711999,Machine Operators nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712000,Stationary Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712111,"Crane, Hoist or Lift Operator",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712200,"Drillers, Miners and Shot Firers nfd",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712211,Driller,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712212,Miner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712213,Shot Firer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712311,Engineering Production Systems Worker,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712900,Other Stationary Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712911,Boiler or Engine Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712912,Bulk Materials Handling Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712913,Cement Production Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712914,Concrete Batching Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712915,Concrete Pump Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712916,Paper and Pulp Mill Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712917,Railway Signal Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712918,Train Controller,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712921,Waste Water or Water Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712922,Weighbridge Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,712999,Stationary Plant Operators nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721000,Mobile Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721100,"Agricultural, Forestry and Horticultural Plant Operators nfd",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721111,Agricultural and Horticultural Mobile Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721112,Logging Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721200,Earthmoving Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721211,Earthmoving Plant Operator (General),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721212,Backhoe Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721213,Bulldozer Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721214,Excavator Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721215,Grader Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721216,Loader Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721311,Forklift Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721900,Other Mobile Plant Operators nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721911,Aircraft Baggage Handler and Airline Ground Crew,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721912,Linemarker,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721913,Paving Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721914,Railway Track Plant Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721915,Road Roller Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721916,Streetsweeper Operator,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,721999,Mobile Plant Operators nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,730000,Road and Rail Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731000,"Automobile, Bus and Rail Drivers nfd",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731100,Automobile Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731111,Chauffeur,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731112,Taxi Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731199,Automobile Drivers nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731200,Bus and Coach Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731211,Bus Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731212,Charter and Tour Bus Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731213,Passenger Coach Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731300,Train and Tram Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731311,Train Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,731312,Tram Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,732111,Delivery Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733100,Truck Drivers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733111,Truck Driver (General),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733112,Aircraft Refueller,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733113,Furniture Removalist,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733114,Tanker Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,733115,Tow Truck Driver,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,741111,Storeperson,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,800000,Labourers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811000,Cleaners and Laundry Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811111,Car Detailer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811211,Commercial Cleaner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811311,Domestic Cleaner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811400,Housekeepers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811411,Commercial Housekeeper,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811412,Domestic Housekeeper,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811500,Laundry Workers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811511,Laundry Worker (General),,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811512,Drycleaner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811513,Ironer or Presser,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811600,Other Cleaners nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811611,Carpet Cleaner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811612,Window Cleaner,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,811699,Cleaners nec,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821000,Construction and Mining Labourers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821100,Building and Plumbing Labourers nfd,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821111,Builder's Labourer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821112,"Drainage, Sewerage and Stormwater Labourer",,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821113,Earthmoving Labourer,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
,821114,Plumber's Assistant,,active,,http://hl7.org/fhir/vs/anzsco-occupations,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0
